white_id,white_rating,black_id,black_rating,elo_diff,winner,victory_status,turns,moves
kurtbusch,1486,nagyjanos7777,2125,-639,black,mate,42,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Be7 Nc3 d6 Ng5 O-O d3 h6 Nf3 Na5 Bd5 c6 Bb3 Bb7 d4 Nxb3 axb3 Qc7 dxe5 dxe5 Be3 c5 Nd5 Nxd5 exd5 c4 Nxe5 Qxe5 Rb1 Bd6 bxc4 Qxh2#
mashi,1373,foxman2010,2007,-634,black,resign,86,e4 e5 Nc3 Nf6 Bc4 Nc6 Nf3 Nxe4 O-O Nxc3 dxc3 d6 Ng5 Be6 Bxe6 fxe6 Nxe6 Qd7 Qg4 Nd8 Qh5+ g6 Nxf8 Rxf8 Qh6 Ne6 g3 O-O-O f4 exf4 Bxf4 Nxf4 Rxf4 Rxf4 Qxf4 Qc6 Qg4+ Kb8 b4 Qxc3 Rf1 Qxc2 Rf7 Re8 Qd7 Re1+ Rf1 Rxf1+ Kxf1 Qb1+ Kg2 Qxa2+ Kh3 Qg8 b5 Qc8 Qxc8+ Kxc8 Kg4 a6 bxa6 bxa6 Kf3 a5 Ke2 a4 Kd1 d5 Kc1 d4 Kc2 c5 h4 a3 Kb1 d3 g4 d2 Kc2 a2 Kxd2 a1=Q Kd3 Qd4+ Kc2 Qxg4
loco104,1452,dahlioz,2085,-633,black,mate,42,d4 d5 f4 Nc6 Nf3 Bf5 e3 e6 Bd3 Nf6 Bxf5 exf5 Ne5 Be7 O-O O-O g4 Nxe5 dxe5 Nxg4 h3 Nh6 Nc3 Bc5 Nxd5 Qh4 Kh2 c6 Nf6+ gxf6 Rg1+ Kh8 exf6 Ng4+ Rxg4 fxg4 Qxg4 Qf2+ Kh1 Rg8 Qd7 Rg1#
agmur,1037,francis173,1669,-632,black,mate,88,e4 c5 Qf3 d6 Bc4 e6 Qh5 Nf6 Qg5 h6 Qh4 Be7 Qg3 Rg8 f4 Nxe4 Qe3 Nf6 Qa3 Nc6 Qa4 Bd7 Bb5 a6 Bd3 b5 Qa3 d5 Qc3 b4 Qb3 c4 Qa4 cxd3 cxd3 Nd4 Qd1 Qc7 Nf3 Nc2+ Kf1 Nxa1 Qe2 Qxc1+ Qe1 Qxe1+ Nxe1 Rc8 Ke2 Bb5 b3 Bd6 a4 bxa3 Nxa3 Bxa3 Nf3 Nxb3 Ra1 Nxa1 Nd4 Nc2 Nxc2 Rxc2 f5 a5 fxe6 fxe6 g4 a4 g5 hxg5 h4 gxh4 Kf1 h3 Kg1 Rxd2 Kf1 Rh8 Ke1 h2 Kxd2 h1=Q d4 Qg2+ Kc3 Rh3#
rivelon,1497,thatmanlyllama,2129,-632,black,mate,60,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bc5 d3 d6 a3 h6 b4 Bb6 O-O O-O h3 Nd4 Be3 c6 Ba4 Nxf3+ Qxf3 Be6 Bb3 Bxb3 cxb3 d5 Bxb6 axb6 exd5 Nxd5 Nxd5 Qxd5 Qxd5 cxd5 Rfe1 f6 Rac1 Rxa3 Rc7 Rxb3 Rxb7 Rxb4 Rd7 d4 Rd6 Rc8 Ra1 Rb2 f3 Rcc2 g4 b5 h4 b4 Rb6 b3 Ra3 Rb1#
thebestofthebad,830,jesuisenechec,1460,-630,black,resign,2,d4 d5
keeperpine,1484,raesremmurd,2113,-629,white,resign,1,e4
nitsua49,1673,bigkum,2300,-627,black,resign,94,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 Qe2 Bc5 Be3 O-O Bxc5 Nxc5 Nbd2 Na5 Qe3 Qe7 Nd4 Nc4 Nc6 Qd7 Qxc5 Nxd2 Ne7+ Kh8 Rfd1 Ne4 Qc6 Qxe7 Bxd5 Bxd5 Qxd5 Nc5 b4 Na4 c4 Rad8 Qb7 Qxe5 Qxa6 Qe2 Re1 Qxc4 Rac1 Qxb4 a3 Qb2 Qc6 Rd2 g3 Rxf2 Re8 Rg2+ Qxg2 Qxg2+ Kxg2 Rxe8 Rxc7 Kg8 Rb7 Nc3 Rc7 Nb1 Rb7 Nxa3 Kh3 g6 Ra7 Nc2 Rb7 Nd4 Rd7 Re4 Rd8+ Kg7 Kg2 b4 Rxd4 Rxd4 Kh3 b3 Kg2 b2 Kh3 b1=Q
shijima220,1500,mauornelas,2126,-626,black,mate,110,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Be7 Bd3 Qc7 O-O Qb6 Bc4 e5 fxe5 dxe5 Bxf6 Bxf6 Nd5 Qc5 Nxf6+ gxf6 Rxf6 Qxc4 Nf3 Be6 Ng5 Nd7 Rf2 h6 Nxe6 Qxe6 Qh5 Qg6 Qh3 O-O-O Qc3+ Kb8 Raf1 f6 a4 Qxe4 b4 Qc6 Qxc6 bxc6 c4 Kc7 b5 axb5 cxb5 cxb5 axb5 Rb8 Rb2 Rb6 Rc1+ Kd6 Rd2+ Ke7 Rc7 Rd6 Rxd6 Kxd6 Rc6+ Ke7 b6 Rb8 Kf2 Rxb6 Rxb6 Nxb6 Ke3 f5 g3 Ke6 h3 Kd5 Kd3 Nc4 Ke2 e4 h4 Kd4 Kf2 Ne5 Ke2 e3 Ke1 Ke4 Ke2 h5 Ke1 Kf3 Kf1 Kxg3 Ke2 f4 Kf1 f3 Kg1 e2 Kh1 e1=R#
shijima220,1500,mauornelas,2126,-626,black,resign,36,d4 Nf6 e3 c5 c3 cxd4 cxd4 d5 Bd3 Nc6 a3 e5 Bb5 e4 Nc3 a6 Be2 Bd6 f3 O-O f4 Be6 Bd2 Qd7 Qc2 Rac8 h3 b5 Qd1 b4 axb4 Nxb4 g4 Qb7 g5 Nd7
shijima220,1500,mauornelas,2126,-626,black,resign,46,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Be7 Bd3 Qc7 Nf3 Nbd7 Qd2 b5 e5 dxe5 fxe5 Nxe5 Bxf6 Bxf6 Ne4 Nxf3+ gxf3 Bh4+ Nf2 Qe5+ Be2 Bb7 O-O Rd8 Nd3 Qxb2 Rfb1 Qd4+ Kh1 Bf6 Qa5 Qe3 Qxd8+ Kxd8
zaeemalam,1500,jessehf,2125,-625,black,resign,48,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 Bg5 Be7 f3 Nc6 Qd2 Qc7 O-O-O Nxd4 Qxd4 e5 Qd3 O-O Bb3 b5 Nd5 Nxd5 Bxd5 Bxg5+ Kb1 Rb8 h4 Be7 g4 Bb7 Bb3 a5 a3 a4 Ba2 Qa5 g5 b4 axb4 Qxb4 Rdg1 Bxe4
shreeneelg,1321,aeilnrst,1946,-625,black,mate,54,e4 e5 Nf3 Nc6 Nc3 Nf6 d3 Be7 Be2 O-O O-O d5 h3 Be6 a3 d4 Nb5 a6 Nbxd4 exd4 e5 Nd5 c4 dxc3 d4 f6 Qc2 cxb2 Bxb2 Nf4 Bd3 Nxd3 Qxd3 Bd5 Rac1 b5 Rc3 Bc4 Qe4 Bxf1 Kxf1 Na5 exf6 Bxf6 Ne5 Bxe5 Qxe5 Nc4 Qe6+ Kh8 Bc1 Qxd4 Rg3 Qxf2#
cerseisminge,1388,sorenagrand,2012,-624,black,resign,43,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d3 Nc5 Qe2+ Be7 Be3 O-O Nc3 Nc6 O-O-O Bf6 Bxc5 dxc5 d4 cxd4 Ne4 Be6 Nxf6+ Qxf6 b3 Rad8 Qd3 Bf5 Qe2 d3 cxd3 Qa1+ Kd2 Qxa2+ Ke1 Qxb3 d4 Rfe8 Ne5 Nxd4 Qc4
valter48,1613,smchess999,2237,-624,black,resign,96,c4 e5 d3 Nc6 g3 d5 Bg2 dxc4 Bxc6+ bxc6 Qa4 cxd3 Qxc6+ Bd7 Qe4 f6 Qxd3 Bc6 Qxd8+ Rxd8 Nf3 e4 Nfd2 e3 Nf3 Bb4+ Nc3 Bxc3+ bxc3 exf2+ Kxf2 Ne7 Be3 a6 Rhd1 O-O Rxd8 Rxd8 Nd4 Bd5 a3 Bc4 Rd1 c5 Rb1 cxd4 Bxd4 Nc6 e3 Rb8 Rxb8+ Nxb8 Kf3 Nc6 Ke4 Kf7 h4 Ke6 Kf4 Kd5 e4+ Kd6 Ke3 a5 g4 h6 g5 Nxd4 cxd4 hxg5 hxg5 fxg5 Kf3 Bd3 e5+ Kd5 Kg4 Bc4 Kxg5 Kxd4 Kg6 Kc3 Kxg7 Kb3 Kf6 Kxa3 e6 Bxe6 Kxe6 Kb3 Kd5 a4 Kd4 a3 Kd3 a2
blokh1n,1218,asa123,1841,-623,white,resign,43,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 c3 Nf6 Be3 Bxd4 cxd4 Nxe4 d5 Ne5 Qd4 O-O Qxe5 Re8 Qd4 d6 f3 Qh4+ g3 Nxg3 hxg3 Qxh1 Qh4 Qxf3 Qf4 Rxe3+ Kd2 Qxg3 Qxe3 Bd7 Qxg3 Re8 Nc3 Re5 Re1 Rf5 Bh3
dinobzik,1226,vitaminex,1848,-622,black,mate,56,e4 e5 Nf3 Nf6 Nc3 Nc6 d3 Be7 Be2 d5 exd5 Nxd5 O-O Be6 Bd2 Qd7 a3 O-O-O b4 f6 Rb1 g5 b5 Nd4 Nxd4 exd4 Nxd5 Bxd5 c4 dxc3 Bxc3 h5 f3 g4 a4 Rdg8 Qd2 Rh7 Qb2 Rhg7 a5 gxf3 Bxf3 Rxg2+ Bxg2 Rxg2+ Kh1 Rg4+ Rf3 Bxf3+ Qg2 Rxg2 Rg1 Qh3 Be1 Qxh2#
ranchowangdu,1500,sheepnl,2122,-622,white,resign,53,c4 e6 Nc3 Bb4 Qc2 Nf6 a3 Bxc3 bxc3 d5 cxd5 exd5 Rb1 O-O g3 c5 Bg2 Nc6 d3 b6 Bg5 h6 Bxf6 Qxf6 Bxd5 Bf5 Nf3 Rad8 c4 Bg4 Qd1 Bxf3 Bxf3 Nd4 Bd5 Rfe8 e3 Rxd5 cxd5 Nf3+ Ke2 Nd4+ Ke1 Nf3+ Ke2 Nd4+ Ke1 Nf3+ Kf1 Ng5 Kg2 Qf5 h4
nadine17ninette,1037,cameronl86,1658,-621,black,resign,30,Nc3 d5 Nf3 d4 Ne4 f5 Nc5 e5 Nd3 e4 g4 exf3 gxf5 Qe7 b4 Bxf5 e4 Qxe4+ Be2 fxe2 f3 exd1=R+ Kf2 Qh4+ Ke2 Rxh1 Ba3 Rxa1 c3 Qxh2+
greenmachine,989,chingisl,1610,-621,white,resign,3,e4 d5 Qh5
adriahikmal,1141,trouty1997,1762,-621,white,resign,37,e4 e5 f4 exf4 Bc4 Qh4+ Kf1 Bc5 d4 Bb6 Nc3 c5 Nf3 Qh5 Nd5 d6 Bxf4 Be6 Nxb6 axb6 d5 Bg4 Bxd6 Qg6 Qd3 Qxd6 e5 Qd7 Bb5 Nc6 dxc6 Qxd3+ cxd3 bxc6 Bxc6+ Bd7 Bxa8
mr47,1583,freshkid,2203,-620,black,mate,28,d4 Nf6 Nf3 d5 Nc3 Bg4 Bg5 e6 h3 Bh5 g4 Bg6 e3 Be7 Bd3 Ne4 Bxe7 Qxe7 a3 c6 Ne5 f5 Nxg6 hxg6 f3 Qh4+ Ke2 Qf2#
kylecuver1,1003,ron2thelonjon,1623,-620,black,mate,52,e4 e5 Nf3 Nf6 d3 Nc6 Nc3 Bc5 Be3 Bb6 d4 exd4 Nxd4 O-O Bc4 d5 Bb5 Nxd4 Bxd4 dxe4 O-O Bxd4 Ne2 Bb6 Qxd8 Rxd8 h3 Be6 b3 Rd2 Rac1 a6 Bc4 Bxc4 bxc4 Rxe2 g4 e3 f3 Rd2 Rfe1 e2+ Kg2 Rad8 Rg1 Bxg1 Kxg1 Rd1+ Kf2 e1=Q+ Kg2 R8d2#
gmanderson,1500,jfthechessmaster,2119,-619,white,resign,127,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Bf5 O-O Be7 Re1 Nc6 Nbd2 Nxd2 Qxd2 Bxd3 Qxd3 O-O c3 h6 Bf4 Bd6 Bxd6 Qxd6 Re3 Rfe8 Rae1 Rxe3 Qxe3 b5 Nh4 Qd7 h3 Rb8 g4 b4 Nf5 a5 cxb4 Rxb4 Qc3 Kh7 Qc5 Rb8 Rc1 Nb4 Qxc7 Qxc7 Rxc7 Kg6 a4 Nd3 Ne7+ Kf6 Nxd5+ Kg6 Rc6+ Kg5 Rc3 Nxb2 Rc5 Nxa4 Rxa5 Nb2 Ne3+ Kf6 Ra6+ Ke7 Kg2 g6 Kf3 Nd3 Ra3 Nc1 Nc4 Ke6 Ra5 Rb3+ Ke4 Nd3 d5+ Kf6 Ra2 Nb4 Rb2 Rxb2 Nxb2 Ke7 Nd3 Nc2 Ne5 Ne1 d6+ Kxd6 Nxf7+ Ke6 Nxh6 Kf6 f4 g5 fxg5+ Kxg5 Nf7+ Kh4 g5 Kh5 Kf5 Ng2 Ne5 Ne3+ Ke4 Nf1 Kf4 Nd2 g6 Kh6 h4 Nb3 Kf5 Kg7 Nf3 Na1 h5
bad_boy_021,1541,revhas,2159,-618,black,mate,96,e4 c6 d4 d5 exd5 cxd5 Bd3 Nc6 c3 Nf6 h3 g6 Nf3 Bg7 Ne5 O-O f4 Nh5 O-O f6 Bxg6 hxg6 Nxg6 Ng3 Rf3 Nf5 Nxf8 Qxf8 Nd2 e5 fxe5 fxe5 g4 e4 Rf4 Bh6 Rf1 Qg7 Nb3 Ne3 Bxe3 Bxe3+ Kg2 b6 Qe2 Bg5 a4 Be6 Rf2 Ne7 Raf1 Ng6 a5 Nh4+ Kg1 Re8 axb6 axb6 Nd2 e3 Nf3 exf2+ Qxf2 Nxf3+ Qxf3 Rf8 Qd3 Rxf1+ Qxf1 Qf6 Qa1 Be3+ Kh1 Qf3+ Kh2 Bf4+ Kg1 Qg3+ Kf1 Qxh3+ Ke1 Qe3+ Kf1 Bxg4 Qa8+ Kg7 Qb7+ Kg6 Qxb6+ Kf5 Qc6 Qe2+ Kg1 Be3+ Kh1 Bf3#
boy-12-iran,914,mitkonikov,1532,-618,black,resign,88,e4 e5 Nf3 Nc6 Bc4 f6 d4 d6 Nc3 Bg4 dxe5 fxe5 h3 Bh5 g4 Bg6 Bg5 Be7 Bxe7 Qxe7 Nd5 Qd7 Ng5 h6 Ne6 Kf7 Ng5+ hxg5 Nb6+ Qe6 Bxe6+ Kxe6 Qd5+ Ke7 Nxa8 Nf6 Qb5 Bxe4 Nxc7 Bxh1 O-O-O Nd4 Qd3 Bf3 Re1 Rc8 Qxd4 Rxc7 Qxa7 Be4 c3 Bd5 Qb6 Rd7 Qb4 Ne4 Rxe4 Bxe4 Qxe4 Ke6 Qf5+ Ke7 Qxg5+ Kf7 Qf5+ Ke7 g5 Kd8 g6 Kc7 h4 b5 h5 Re7 Qf8 Rd7 Qe8 d5 h6 Rd8 Qxe5+ Kd7 hxg7 Rg8 Qf5+ Ke7 Qf7+ Kd6
piley159,1344,gagomanuk71,1961,-617,white,resign,61,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 Nc3 Nf6 Bf4 Be7 Bc4 Be6 O-O O-O Bxe6 fxe6 Qc4 Qd7 g3 Kh8 Rad1 h6 e5 d5 exf6 Bxf6 Rfe1 Rad8 Qxc7 Qe8 Nxd5 Bxb2 Qxb7 Ba3 Qxa7 Bb2 Qb6 Ba3 Qxe6 Qh5 Qc6 Rf5 Nc3 Rxd1 Rxd1 Rc5 Qe4 Rc8 Rd7 Re8 Qd3 Re1+ Kg2 Bf8 Be3 Qf5 Qxf5
edenshaul,1375,batanov0949,1992,-617,black,resign,93,e4 d5 exd5 Qxd5 Nf3 c6 Nc3 Qd8 Bc4 Bf5 Ng5 e6 O-O Qxg5 d4 Qd8 Re1 Be7 h3 Nf6 a4 O-O Qd3 Bxd3 cxd3 Nd5 Bxd5 cxd5 Re3 Bb4 Rg3 g6 Bh6 Re8 Rg4 Bxc3 bxc3 Nc6 Re1 f5 Rh4 Qxh4 g3 Qxh6 g4 fxg4 hxg4 Qd2 Rf1 Qxd3 Re1 Qxc3 Rf1 Nxd4 g5 Qh3 f4 Qxf1+ Kxf1 e5 Kg1 exf4 Kg2 Re3 Kf2 a6 Kf1 b5 axb5 axb5 Kg2 b4 Kf1 Ne6 Kf2 b3 Kg2 b2 Kh2 Nxg5 Kg2 Nf7 Kf1 d4 Kf2 d3 Kf1 d2 Kg2 d1=Q Kf2 b1=Q Kg2
sud3457,1191,krishchennai93,1808,-617,black,mate,72,e3 e6 g3 d6 Bh3 Nf6 Nf3 d5 O-O b6 Ng5 Qe7 c3 h6 Qa4+ Bd7 Qb4 c5 Qf4 e5 Bxd7+ Nbxd7 Qh4 e4 d4 cxd4 cxd4 Qb4 Na3 Bd6 Nc2 Qb5 Bd2 Qxb2 Ne1 Qxd2 f3 exf3 Ngxf3 Qxe3+ Rf2 Ne4 Nc2 Qxf2+ Kh1 Qxf3+ Kg1 Nf2 Kf1 Nd3+ Kg1 Qf2+ Kh1 O-O Qh3 Qxc2 Qg2 Nf2+ Kg1 Nh3+ Qxh3 f5 Rf1 f4 gxf4 Rxf4 Rxf4 Bxf4 Qxd7 Be3+ Kf1 Qf2#
ranchowangdu,1500,sanpenko,2117,-617,white,resign,51,c4 g6 Nc3 Bg7 g3 d6 Bg2 e5 d3 c6 e3 Ne7 Nge2 O-O O-O f5 Rb1 a5 a3 Nd7 b4 g5 f4 Ng6 b5 c5 Nd5 Ra7 b6 Ra6 Qb3 g4 Nec3 e4 dxe4 Bxc3 Qxc3 Nxb6 Bb2 Rf7 Nf6+ Kf8 exf5 Bxf5 e4 Na4 Qc2 Nxb2 exf5 Nh8 Nxg4
zoerichi,1036,jorgelander,1653,-617,black,mate,56,Nf3 d5 Nd4 e5 Nb5 Bd7 Nxc7+ Qxc7 Na3 d4 Nc4 Nf6 Nxe5 Qxe5 Rb1 Bc5 b4 Bb6 b5 Bxb5 Bb2 O-O e3 Bxf1 c3 Bxg2 cxd4 Qe4 d3 Qe8 Rg1 Bc6 Rg3 Qd8 e4 Bxd4 Rh3 Bxb2 Rxh7 Kxh7 Qf3 Be5 Qh3+ Kg8 Rb2 Bxb2 Qg3 Ba4 Kf1 Bb5 Kg1 Bxd3 Qxd3 Qxd3 Kh1 Qf1#
nomadre,1884,chess-stat,2500,-616,black,resign,33,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 f3 Bg7 Be3 O-O Qd2 Nc6 Bc4 Bd7 O-O-O Ne5 Bb3 Qa5 Bh6 Bxh6 Qxh6 Rfc8 Nde2 Nc4 Bxc4 Rxc4 h4 Rac8 Kb1
pierre370,1063,harmon758,1678,-615,black,resign,24,e4 e5 Nf3 Nc6 c4 Nf6 d3 Bb4+ Bd2 d6 Qb3 Bc5 Na3 b6 d4 Nxd4 Nxd4 Bxd4 Qb4 Nxe4 Bd3 Nxf2 Rf1 Nxd3+
chiefjab,1493,soultego,2108,-615,white,resign,29,e4 Nc6 Nf3 f5 d3 fxe4 dxe4 Nf6 e5 Ng8 Bc4 e6 O-O Be7 Nc3 b6 Bd2 Bb7 Qe2 d5 exd6 Bxd6 Bxe6 Nge7 Bg5 h6 Bh4 g5 Bg3
lukarpov,1802,seppo,2417,-615,black,resign,74,e4 c5 Nf3 Nc6 Bb5 g6 Nc3 Bg7 Bxc6 bxc6 O-O Nh6 d4 cxd4 Nxd4 O-O Qd3 a5 Re1 f6 a4 Nf7 f4 Ba6 Qg3 Qb6 Qe3 Nd6 Nf5 Qxe3+ Nxe3 Rfb8 Rb1 Rb4 Ned1 Rab8 b3 Kf7 Ba3 Rd4 Bc5 Rd2 Rc1 f5 Be3 Rxd1 Nxd1 Nxe4 Nf2 d5 Nxe4 fxe4 Red1 e5 fxe5 Bxe5 g3 Ke6 Bc5 Be2 Rd2 Bf3 Bd4 Bd6 Bg7 h5 Bc3 Bc5+ Kf1 Rf8 Bd4 e3 Rd3 Be4+
lucre95,1145,trouty1997,1760,-615,black,resign,42,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 d6 Bxc6+ bxc6 O-O g6 a4 Bg7 b3 Bd7 d3 O-O Bg5 h6 Bh4 Qe7 h3 Qe6 Bxf6 Bxf6 Ne2 d5 Ng3 d4 Qd2 c5 Qxh6 Qe7 a5 a6 Rac1 Bg7 Ra1 Bxh6 Rae1 Bf4
nitsua49,1679,egychess,2293,-614,black,resign,33,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d6 d4 Bg4 a4 Bxf3 Qxf3 exd4 axb5 axb5 Rxa8 Qxa8 Na3 Rb8 c4 Qa5 Bd2 Qxd2 Nxb5
iisabel,1319,thegreatman06,1932,-613,black,mate,24,d4 d5 e3 e6 Nc3 Bb4 Bd2 Bxc3 Bxc3 Nf6 Nf3 Ne4 Qd3 Qf6 Be2 g5 g3 g4 Nh4 Nxf2 Kf1 Nxd3+ Kg2 Qf2#
apicots,1500,babychess3,2113,-613,black,resign,6,e4 c5 Nf3 Nc6 Nc3 d6
tonyhuang19,1300,rehanov,1912,-612,black,resign,24,d4 Nf6 Nc3 d5 Nf3 h6 Qd3 e6 e3 a6 Bd2 c5 dxc5 Bxc5 O-O-O Nc6 Be2 Nb4 Qxd5 Nfxd5 Nxd5 exd5 Bxb4 Bxb4
chicago_chess,1405,ibonuribeetxebarria,2016,-611,black,mate,58,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ c6 dxc6 bxc6 Bd3 Nd5 Qf3 Qxg5 h4 Qg4 Qxg4 Bxg4 f3 Be6 g4 Bc5 Bf5 Bxf5 gxf5 Nb4 Kd1 O-O-O c3 Nd3 Ke2 Nb7 b4 Be7 c4 Bxb4 Ba3 Nbc5 Bxb4 Nxb4 Nc3 Rd3 Rab1 Nc2 Ne4 Nd4+ Kf2 Rxf3+ Kg2 Nxe4 Rb4 Rg3+ Kh2 Nf3#
jg2017,1604,lespinet,2215,-611,black,resign,100,d4 e6 Bf4 b6 Nf3 Bb7 e3 f5 Be2 Nf6 Qd3 Ne4 Nbd2 d6 Ng5 Nxg5 Bxg5 Qxg5 Bf3 Bxf3 gxf3 Nd7 Rf1 O-O-O O-O-O Kb7 Rh1 e5 Rdg1 Qf6 dxe5 dxe5 f4 e4 Qd5+ c6 Qd4 Qxd4 exd4 g6 c3 Nf6 Nb3 a5 Nd2 Nd5 Nc4 Nxf4 Ne5 Rg8 Nf7 Re8 Ng5 h6 Nf7 Ne2+ Kd2 Nxg1 Rxg1 Kc7 Ne5 Re6 Nf7 Rf6 Ne5 Bd6 Nc4 Bxh2 Rh1 Bf4+ Ne3 g5 Rg1 h5 Ke2 Bxe3 fxe3 h4 Rh1 f4 exf4 Rxf4 Ke3 Kd6 Rh3 Rf3+ Rxf3 exf3 Kxf3 g4+ Kg2 Re8 Kf2 Kd5 a3 a4 Kg2 Re2+ Kf1 Rxb2
panchodowin,1573,felipe_freires,2184,-611,black,resign,98,d4 d5 c4 e6 a3 Nf6 Bg5 Be7 Nc3 O-O Qc2 c5 e3 cxd4 exd4 Nc6 Nf3 dxc4 O-O-O Nd5 Be3 Nxe3 fxe3 Na5 Nd2 b5 b4 cxb3 Nxb3 Nxb3+ Qxb3 Bd7 Qa2 b4 Ne4 bxa3 Nc5 Rc8 Qxa3 Bxc5 dxc5 Qe7 Qxa7 Qxc5+ Qxc5 Rxc5+ Kb2 Ba4 Rd2 Rfc8 Bd3 Rb8+ Ka1 Ra5 Ra2 Rba8 Bc4 Bb5 Bb3 Rxa2+ Bxa2 Bc4 Rc1 Bxa2 Kb2 Bd5 g3 Rb8+ Ka3 Rb3+ Ka4 h6 Rc8+ Kh7 Rc7 f5 g4 Rxe3 gxf5 exf5 Rc5 Re5 Kb4 f4 Kc3 f3 Kd4 Rf5 Ke3 f2 Rc1 f1=Q Rxf1 Rxf1 Ke2 Rh1 Ke3 Rxh2
chessastur,1436,inuit_nunaat,2047,-611,black,resign,58,d4 d5 a3 e5 c3 f6 Nf3 Ne7 Be3 Be6 b4 Nd7 Nh4 g5 Nf3 Ng6 Bc1 e4 Ng1 Bh6 Bb2 f5 e3 Qf6 Qh5 Qg7 Qd1 O-O Ne2 f4 Bc1 g4 Nxf4 Bxf4 exf4 Rxf4 Bxf4 Nxf4 Qe2 Rf8 Qb5 Ne5 Qxb7 Nfd3+ Bxd3 Nxd3+ Kd2 Qg5+ Kc2 Rxf2+ Kb3 Rb2+ Ka4 Qd8 Qc6 Bd7 Qxd7 Qxd7+
srinikhil963,1506,carabistouille11,2117,-611,white,mate,127,e4 d6 d4 Nf6 Nc3 g6 e5 dxe5 dxe5 Qxd1+ Nxd1 Ng4 Bf4 e6 h3 Nh6 Nc3 c6 O-O-O Be7 Bxh6 g5 Nf3 Nd7 Bxg5 Bxg5+ Nxg5 Nxe5 Be2 h6 Nge4 f5 Nd6+ Ke7 Bh5 b5 Rhe1 Kf6 Rxe5 Kxe5 Nf7+ Kf6 Nxh8 e5 Rd8 Bb7 Rxa8 Bxa8 h4 a5 Nf7 e4 Nd6 b4 Ne2 Ke5 Nf7+ Kf6 Nxh6 c5 Nf7 Bd5 Nd6 a4 b3 axb3 axb3 Ke5 Nc4+ Kf6 Nf4 Bg8 Be2 Bh7 h5 Kg5 g3 Bg8 Ne5 Kf6 Nd7+ Ke7 Nxc5 Kd6 Nxe4+ fxe4 h6 Ke5 Kd2 Kd4 Bc4 Bh7 Bf7 e3+ fxe3+ Ke4 Bg6+ Bxg6 Nxg6 Kf3 h7 Kxg3 h8=Q Kf3 Qe8 Kg4 Ne5+ Kf5 Nf3 Kg4 Qf7 Kg3 Qf4+ Kg2 Nh4+ Kh3 Ng6 Kg2 Qg4+ Kf2 Nf4 Kf1 Qh4 Kg1 Qg4+ Kf1 Qg2#
sveenemand,1091,anotol,1701,-610,white,resign,2,e3 e6
willoh101,1487,pitrinu,2097,-610,black,resign,26,d4 Nf6 Nc3 d5 Nf3 g6 e3 Bg7 Bb5+ c6 Bd3 O-O Bf1 Bg4 Ne2 Nbd7 g3 Bxf3 Bg2 Bxg2 Rg1 Bf3 Qd3 e5 dxe5 Nxe5
sveenemand,1091,anotol,1701,-610,white,resign,2,e3 e6
aslanmax1,1491,revhas,2100,-609,black,resign,22,d4 Nf6 c4 c5 Nf3 cxd4 Nxd4 Nc6 Nxc6 bxc6 Nc3 g6 e4 d6 Bg5 Bg7 Bxf6 Bxf6 Qa4 Bd7 b4 Bxc3+
misfox,1158,felipenestor01,1766,-608,black,resign,22,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 d3 Bg7 Bg5 Nd4 Qe3 Nxc2+ Ke2 Nxe3 fxe3 c6 Bxf6 Qxf6 Bb3 O-O
chesslover779,1286,tanjerry,1893,-607,black,resign,41,e4 c5 d4 cxd4 c3 d5 e5 dxc3 f4 Bf5 Nf3 e6 Bd3 cxb2 Bxb2 Bb4+ Bc3 Bxc3+ Nxc3 Qa5 Qd2 Ne7 O-O O-O Bxf5 Nxf5 Kh1 Nc6 a3 d4 Ne4 Qxd2 Nfxd2 Rfd8 Nc5 Ne3 Nxb7 Rdb8 Rab1 Nxf1 Nd6
